Longitude,Latitude,Roadsegment
-8.629299,41.158935,276241
-8.629416,41.158872,276242
-8.629569,41.158836,276243
-8.62992,41.158656,276245
-8.630343,41.157918,276249
-8.630253,41.157288,10195
-8.630478,41.157162,10197
-8.630685,41.157072,10197
-8.630883,41.156973,10197
-8.631432,41.156811,246157
-8.632035,41.157315,259927
-8.632368,41.157666,259926
-8.632701,41.158026,259925
-8.633142,41.158494,259933
-8.633673,41.158728,288419
-8.624673,41.157315,2949
-8.626941,41.157711,2952
-8.627661,41.157837,2952
-8.627931,41.157981,276267
-8.628138,41.158602,134546
-8.628669,41.159421,148168
-8.623422,41.155731,10799
-8.627598,41.155875,80864
-8.628489,41.156784,80864
-8.628084,41.157612,274014
-8.627985,41.157828,274017
-8.628129,41.158431,134544
-8.628804,41.159304,148168
-8.628849,41.159367,136780
-8.629344,41.158836,276242
-8.62956,41.158791,276243
-8.630037,41.158557,276246
-8.63028,41.158134,276264
-8.630271,41.15736,10192
-8.631225,41.15682,10199
-8.63208,41.157423,259927
-8.632917,41.158278,131992
-8.633574,41.158674,288419
-8.633664,41.158773,288419
-8.63334,41.158683,288419
-8.632908,41.159619,52556
-8.628714,41.159826,136780
-8.628867,41.159232,136780
-8.629578,41.158863,276243
-8.63001,41.158665,276245
-8.630496,41.158332,231194
-8.632188,41.158548,288430
-8.633457,41.158719,288419
-8.62767,41.155812,80864
-8.628498,41.156847,80864
-8.628066,41.157783,274016
-8.62947,41.158746,225290
-8.631594,41.158296,288427
-8.630253,41.159223,156182
-8.629938,41.158845,156186
-8.630181,41.157459,250701
-8.628525,41.156874,80864
-8.624754,41.157207,2950
-8.62749,41.157693,2952
-8.627985,41.157999,276267
-8.62866,41.158683,134548
-8.62857,41.160033,148169
-8.630244,41.157396,276253
-8.630046,41.157261,276254
-8.629731,41.157072,276256
-8.629506,41.156991,276257
-8.629002,41.156982,274007
-8.628894,41.157063,274008
-8.628345,41.157225,274012
-8.627967,41.157783,276279
-8.62749,41.158557,2653
-8.626788,41.158953,2652
-8.625807,41.159394,2652
-8.624952,41.159754,2652
-8.623692,41.16015,208041
-8.630802,41.160033,142763
-8.630037,41.159034,156185
-8.630136,41.158305,250695
-8.630244,41.15754,250700
-8.629605,41.15709,250708
-8.62875,41.157099,274010
-8.62794,41.156325,80864
-8.624988,41.15682,10812
-8.62524,41.155983,10813
-8.623926,41.156784,18393
-8.623449,41.158071,53210
-8.623395,41.158521,53210
-8.62407,41.159133,16855
-8.632962,41.158593,288418
-8.632359,41.158584,288431
-8.632251,41.158539,288430
-8.63217,41.158494,288430
-8.632089,41.158386,288425
-8.630847,41.158215,288426
-8.630244,41.157603,276251
-8.629668,41.157117,250707
-8.629137,41.157027,274006
-8.62884,41.157063,274008
-8.62812,41.157468,274013
-8.627985,41.15763,274015
-8.628012,41.158305,276269
-8.628894,41.158926,276276
-8.628273,41.157288,274012
-8.628129,41.157693,250668
-8.628039,41.157657,274015
-8.628138,41.15781,250670
-8.628426,41.15853,278837
-8.629074,41.158854,250686
-8.629416,41.1588,250688
-8.630136,41.158098,250696
-8.629686,41.157036,276256
-8.629506,41.156595,208935
-8.629767,41.155821,2938
-8.627697,41.156001,80864
-8.628318,41.156829,80864
-8.628363,41.157324,274012
-8.628039,41.157585,274014
-8.628633,41.15853,278842
-8.630397,41.158152,276264
-8.63046,41.157306,10197
-8.63172,41.156973,259927
-8.633043,41.158395,259930
-8.628354,41.155821,83165
-8.629353,41.156541,254821
-8.629623,41.156487,2934
-8.6283,41.156712,80864
-8.628444,41.156856,80864
-8.628525,41.157,80865
-8.628012,41.157639,274015
-8.628084,41.1579,250669
-8.628318,41.158521,134546
-8.629605,41.158836,276243
-8.630028,41.158665,276245
-8.623854,41.159187,16855
-8.62803,41.156199,80864
-8.628525,41.156847,80864
-8.628147,41.157657,250668
-8.628012,41.157738,274016
-8.627544,41.158458,2653
-8.625249,41.159574,2652
-8.624925,41.159754,2652
-8.624268,41.159988,208041
-8.623539,41.158692,208984
-8.623629,41.158638,208984
-8.62407,41.158836,208983
-8.624601,41.159241,208980
-8.624646,41.159385,208978
-8.623323,41.157045,80862
-8.623602,41.157045,80862
-8.623665,41.156946,80862
-8.624277,41.15709,12223
-8.624925,41.157198,2971
-8.625159,41.156343,10813
-8.623449,41.155686,10798
-8.62758,41.157567,2966
-8.627985,41.15781,274017
-8.628039,41.157981,274018
-8.628687,41.158908,134548
-8.629398,41.158863,276242
-8.630091,41.158503,250694
-8.630019,41.157414,250702
-8.629506,41.156757,208935
-8.629686,41.156055,225124
-8.630766,41.159862,142764
-8.630226,41.159214,156183
-8.630145,41.159133,156184
-8.629866,41.15862,276245
-8.630235,41.15808,276265
-8.629767,41.15709,276256
-8.629011,41.156964,276260
-8.628021,41.156307,80864
-8.624718,41.160006,276584
-8.624655,41.159592,208975
-8.624079,41.159106,16855
-8.633421,41.158683,128149
-8.632683,41.158485,288431
-8.631135,41.15835,288427
-8.63091,41.158296,288427
-8.630253,41.157954,276248
-8.629578,41.157108,250708
-8.629488,41.157054,274004
-8.628993,41.157045,274007
-8.628129,41.157432,276274
-8.626986,41.157585,2967
-8.625573,41.157369,2971
-8.625132,41.157279,2971
-8.625141,41.156487,10813
-8.623602,41.155776,10798
-8.628327,41.156847,80864
-8.62839,41.157054,276271
-8.627904,41.157675,276278
-8.627841,41.157981,276267
-8.62947,41.158809,276242
-8.62965,41.158836,276243
-8.63019,41.158431,250694
-8.630307,41.157297,10196
-8.631774,41.157036,259927
-8.632998,41.158386,259929
-8.625168,41.157342,2951
-8.627733,41.157882,276266
-8.628435,41.158503,278836
-8.629731,41.158674,250690
-8.631072,41.158233,288427
-8.633898,41.158854,288419
-8.632458,41.158494,288431
-8.631414,41.158458,288427
-8.630955,41.158575,288427
-8.629929,41.157657,225324
-8.629776,41.157261,273999
-8.629101,41.156991,276260
-8.62884,41.157054,276261
-8.628543,41.157072,276271
-8.625744,41.157225,2951
-8.625438,41.157405,2951
-8.625294,41.157441,2951
-8.624673,41.157666,3587
-8.624277,41.158872,3587
-8.623413,41.158629,208984
-8.632314,41.158566,288430
-8.630964,41.158341,288427
-8.63064,41.158476,288427
-8.629848,41.15772,225327
-8.629686,41.157234,250646
-8.628777,41.157279,274041
-8.628282,41.157513,225384
-8.626518,41.157405,2969
-8.625249,41.157279,2971
-8.624934,41.157198,2971
-8.625222,41.156208,10813
-8.624475,41.155695,18394
-8.630973,41.160051,142763
-8.63109,41.160159,142763
-8.627625,41.157612,2952
-8.628012,41.158125,276268
-8.628327,41.158611,134546
-8.629605,41.158872,276243
-8.629722,41.158809,276244
-8.630397,41.158296,231193
-8.632818,41.158665,288432
-8.628822,41.156208,254816
-8.62911,41.156406,254821
-8.625087,41.157288,2951
-8.627724,41.157729,2952
-8.627994,41.158269,276269
-8.629425,41.158845,276242
-8.630343,41.157693,276250
-8.629515,41.156613,208935
-8.623737,41.157054,80862
-8.62587,41.157423,2951
-8.627832,41.157738,2954
-8.628102,41.158062,276267
-8.628723,41.158773,134548
-8.62965,41.158827,276243
-8.629839,41.158755,276244
-8.630973,41.158323,288427
-8.632989,41.158629,288418
-8.623818,41.15709,53210
-8.623647,41.157693,53210
-8.623539,41.157765,53210
-8.623458,41.15772,53210
-8.630343,41.157567,276251
-8.630127,41.157243,276254
-8.628903,41.156982,276261
-8.628777,41.157,276261
-8.62857,41.156937,80865
-8.628156,41.156379,80864
-8.628759,41.159628,136780
-8.629326,41.158845,276242
-8.629893,41.158647,276245
-8.630226,41.158287,276247
-8.630253,41.157405,10192
-8.630964,41.156937,10197
-8.631855,41.157072,259927
-8.632701,41.158008,259925
-8.633952,41.158809,288419
-8.628012,41.156199,80864
-8.628471,41.156739,80864
-8.628354,41.157261,274012
-8.628075,41.157558,274014
-8.627967,41.157927,274018
-8.628318,41.158611,134546
-8.628849,41.158881,276276
-8.629173,41.158881,276241
-8.630262,41.158323,276247
-8.63145,41.158395,288427
-8.631774,41.158458,288428
-8.632188,41.158512,288430
-8.632215,41.158431,288430
-8.6301,41.159682,244195
-8.630118,41.15907,156184
-8.630163,41.158989,156185
-8.629983,41.158611,276245
-8.630181,41.15835,276247
-8.630235,41.157603,276251
-8.629218,41.157054,274005
-8.62875,41.156955,276261
-8.628147,41.156496,80864
-8.624601,41.157261,2949
-8.624925,41.157288,2951
-8.625024,41.157315,2951
-8.625276,41.157342,2951
-8.6256,41.157405,2951
-8.62587,41.157423,2951
-8.626257,41.157513,2951
-8.626419,41.157549,2951
-8.62659,41.157549,2952
-8.627076,41.157639,2952
-8.627166,41.157594,2952
-8.627346,41.15763,2952
-8.627544,41.15772,2952
-8.627913,41.158062,276267
-8.628111,41.158476,134544
-8.629191,41.158926,276241
-8.629407,41.158917,276242
-8.629812,41.158791,276244
-8.630514,41.158233,231194
-8.632899,41.158584,288432
-8.627634,41.155695,127919
-8.628219,41.156604,80864
-8.628399,41.156856,80864
-8.628021,41.157594,276278
-8.627913,41.157864,276280
-8.62857,41.158773,134547
-8.630235,41.158242,276264
-8.630523,41.157153,10197
-8.631747,41.156955,259927
-8.632809,41.158143,131992
-8.63397,41.158809,288419
-8.62452,41.159322,208979
-8.630568,41.159646,142764
-8.629839,41.158683,189267
-8.630298,41.157738,250699
-8.629623,41.157099,250707
-8.628795,41.156982,276261
-8.628525,41.156973,80865
-8.627832,41.155947,80864
-8.624376,41.157333,2949
-8.625411,41.157369,2951
-8.6265,41.157486,2951
-8.627472,41.157639,2952
-8.627931,41.157873,2959
-8.627994,41.157756,276279
-8.628156,41.158449,134544
-8.628822,41.159106,148168
-8.62857,41.159961,148169
-8.630892,41.159979,142763
-8.630244,41.159016,156184
-8.630271,41.158944,156185
-8.630001,41.158566,276245
-8.630325,41.157954,276248
-8.630154,41.15736,276253
-8.629461,41.156802,208934
-8.629803,41.155713,2939
-8.629911,41.157675,225325
-8.629974,41.157324,250704
-8.629434,41.156901,208934
-8.629587,41.156172,2934
-8.623296,41.156991,80862
-8.625438,41.157369,2951
-8.627751,41.157792,2953
-8.628003,41.158098,276268
-8.628228,41.158431,134544
-8.628741,41.159601,148168
-8.627895,41.156253,80864
-8.628381,41.156865,80864
-8.628471,41.156991,80865
-8.628282,41.157459,225385
-8.628057,41.157666,274015
-8.628057,41.1579,274018
-8.628426,41.158575,278838
-8.629803,41.15862,250692
-8.628786,41.159637,136780
-8.628813,41.15952,136780
-8.628822,41.159412,136780
-8.62893,41.159043,136781
-8.629047,41.158962,136783
-8.629542,41.158818,276243
-8.630289,41.15772,276250
-8.629533,41.156982,276257
-8.628174,41.157198,274012
-8.628165,41.157423,274013
-8.628273,41.157531,274013
-8.631549,41.158863,234774
-8.631108,41.159286,234778
-8.630298,41.15916,156183
-8.629947,41.15871,156186
-8.630289,41.158251,276264
-8.630226,41.157567,276251
-8.629659,41.157036,276256
-8.628804,41.157,276261
-8.628426,41.157216,274012
-8.628138,41.158287,274020
-8.628669,41.159556,148168
-8.623728,41.158791,208984
-8.624682,41.159565,208975
-8.624691,41.159817,208974
-8.624988,41.157297,2951
-8.62713,41.157666,2952
-8.627409,41.15772,2952
-8.632359,41.15844,288425
-8.630712,41.158161,288433
-8.630406,41.158107,288434
-8.629515,41.157054,276257
-8.628732,41.156919,80865
-8.628417,41.157054,276271
-8.627184,41.157495,2967
-8.625096,41.15718,2971
-8.624988,41.157189,2971
-8.625096,41.156325,10813
-8.624574,41.15718,2949
-8.626311,41.157549,2951
-8.626581,41.157648,2952
-8.627238,41.157711,2952
-8.627868,41.157855,2959
-8.627994,41.157972,276267
-8.627967,41.158071,276267
-8.628408,41.158566,134546
-8.628921,41.158782,276276
-8.629902,41.158665,276245
-8.631324,41.158314,288427
-8.63361,41.158611,288419
-8.624664,41.159511,208976
-8.623521,41.158647,208984
-8.623602,41.15763,53210
-8.623773,41.157414,53210
-8.623854,41.157342,53210
-8.624394,41.157099,2949
-8.624655,41.157261,2949
-8.625546,41.157333,2951
-8.627013,41.157585,2952
-8.623611,41.158692,208984
-8.624619,41.159331,208979
-8.624691,41.159421,208977
-8.624736,41.16015,229911
-8.623215,41.156973,80862
-8.625708,41.157405,2951
-8.627715,41.157747,2952
-8.628012,41.158242,276268
-8.629119,41.158845,276241
-8.62956,41.158818,276243
-8.629749,41.158755,276244
-8.630289,41.157909,276249
-8.630127,41.15736,276253
-8.629497,41.156739,208935
-8.629551,41.156604,208935
-8.623305,41.156964,80862
-8.623386,41.157018,80862
-8.62425,41.157135,2949
-8.625789,41.157387,2951
-8.627391,41.157558,2952
-8.627436,41.15763,2952
-8.627616,41.157711,2952
-8.62785,41.158116,276268
-8.628759,41.158845,134549
-8.628642,41.159826,148168
-8.628237,41.156388,80864
-8.62857,41.156667,80864
-8.62866,41.156901,80865
-8.628021,41.157477,276275
-8.627958,41.15781,276280
-8.628417,41.158593,134546
-8.628597,41.159853,148168
-8.63343,41.158548,164196
-8.632368,41.158368,288425
-8.631981,41.158404,288425
-8.631783,41.158449,288425
-8.631549,41.158413,288425
-8.631108,41.158251,288426
-8.631081,41.158179,288426
-8.630316,41.157927,276249
-8.630172,41.15736,276253
-8.629722,41.157,276256
-8.629488,41.156919,208934
-8.629443,41.156766,208935
-8.629506,41.156451,2934
-8.629668,41.15592,225124
-8.62344,41.158548,208985
-8.623764,41.159223,16855
-8.62776,41.155956,80864
-8.628381,41.156991,80865
-8.627967,41.157585,276278
-8.627931,41.157909,276266
-8.628435,41.15862,134547
-8.628606,41.159637,148168
-8.629083,41.156559,254821
-8.629317,41.156622,254821
-8.629335,41.156946,276258
-8.62884,41.15709,274008
-8.62821,41.157387,274013
-8.627994,41.157963,274018
-8.628561,41.158782,134547
-8.629632,41.158737,276243
-8.630496,41.158269,231194
-8.632188,41.15853,288430
-8.633592,41.158773,288419
-8.628786,41.159421,136780
-8.629551,41.158782,276243
-8.630298,41.157648,276251
-8.629461,41.156622,208935
-8.630073,41.158998,156185
-8.629983,41.158881,156185
-8.630208,41.158332,250695
-8.629551,41.157126,250708
-8.628939,41.157225,225407
-8.628336,41.157153,276271
-8.627202,41.157603,2967
-8.627076,41.157594,2967
-8.624619,41.157189,2949
-8.62632,41.157504,2951
-8.62713,41.15763,2952
-8.627517,41.157675,2952
-8.62785,41.15772,2954
-8.627994,41.158017,276267
-8.627994,41.158125,276268
-8.629056,41.15889,276277
-8.629254,41.158917,276241
-8.630145,41.158431,250694
-8.630154,41.157495,273998
-8.628912,41.157054,274008
-8.6283,41.157207,276272
-8.62821,41.157279,276273
-8.628318,41.157468,274013
-8.628336,41.157387,274013
-8.628219,41.157414,274013
-8.628129,41.157504,274013
-8.627976,41.15763,276278
-8.62659,41.15745,2968
-8.625168,41.157153,2971
-8.625051,41.157189,2971
-8.625105,41.156883,10812
-8.625465,41.155839,10813
-8.623575,41.155668,10798
-8.623449,41.155722,10799
-8.633772,41.158674,164195
-8.632413,41.157693,259926
-8.631225,41.156676,246153
-8.630181,41.157261,10195
-8.629605,41.157027,276257
-8.629344,41.156973,276258
-8.628885,41.157009,276261
-8.627778,41.157657,2965
-8.625483,41.157288,2971
-8.624997,41.157207,2971
-8.625015,41.156721,10812
-8.623314,41.155749,10800
-8.630865,41.160024,142763
-8.629965,41.15889,156185
-8.630226,41.158449,276246
-8.630361,41.158098,276265
-8.629389,41.157216,250663
-8.62821,41.156514,80864
-8.6283,41.157486,225384
-8.628102,41.157639,250668
-8.627544,41.158629,2653
-8.625393,41.159574,2652
-8.624943,41.159763,2652
-8.624331,41.15997,208041
-8.627859,41.156217,80864
-8.628462,41.157414,225388
-8.628129,41.158026,225358
-8.62866,41.159493,148168
-8.624421,41.159961,208041
-8.625276,41.159673,2652
-8.627148,41.158935,2652
-8.627355,41.1588,2653
-8.627679,41.158629,2653
-8.628453,41.158809,134547
-8.630307,41.158215,276264
-8.630154,41.157261,276254
-8.628174,41.157909,274045
-8.628237,41.15781,225393
-8.627976,41.157819,274017
-8.627391,41.15835,2653
-8.625789,41.15907,2652
-8.624799,41.159664,2652
-8.623737,41.159997,208041
-8.628174,41.156532,80864
-8.628111,41.157612,274014
-8.629155,41.158845,250686
-8.630109,41.158476,276246
-8.631828,41.15844,288428
-8.628426,41.157207,274012
-8.627994,41.157612,274014
-8.627922,41.15817,276268
-8.626509,41.158971,2652
-8.624898,41.159763,2652
-8.624763,41.159709,2652
-8.624664,41.159745,2652
-8.628507,41.156748,80864
-8.628489,41.156838,80864
-8.628102,41.157486,274013
-8.627967,41.157774,274016
-8.628399,41.158404,274035
-8.629938,41.158494,276246
-8.630298,41.15745,276252
-8.631288,41.156856,10202
-8.632368,41.157567,259926
-8.633232,41.158863,52556
-8.630946,41.16015,142763
-8.631063,41.160087,142763
-8.630946,41.159826,142764
-8.630037,41.15889,156185
-8.630298,41.158107,276265
-8.630856,41.156982,10197
-8.632251,41.157522,259926
-8.633493,41.158719,128147
-8.624673,41.160051,229911
-8.6247,41.159835,208974
-8.623269,41.158458,208986
-8.628912,41.159043,136781
-8.629974,41.158485,276246
-8.631279,41.158332,288427
-8.631846,41.158458,288428
-8.632179,41.158467,288430
-8.632494,41.158503,288431
-8.632719,41.158521,288431
-8.633106,41.158602,288418
-8.633961,41.158791,288419
-8.627688,41.157666,2966
-8.628048,41.157846,274017
-8.628039,41.158008,274018
-8.628264,41.158422,274033
-8.628804,41.159322,148168
-8.623809,41.1588,208984
-8.6247,41.159583,208975
-8.633457,41.15889,52556
-8.632818,41.159637,52556
-8.624952,41.15727,2951
-8.626986,41.157612,2952
-8.628066,41.157945,274018
-8.628165,41.158368,274022
-8.629524,41.158854,276243
-8.629641,41.1588,276243
-8.630451,41.158206,231194
-8.632458,41.158548,288431
-8.624088,41.158935,208983
-8.624691,41.159673,208975
-8.627751,41.1561,80864
-8.628444,41.157099,276271
-8.628012,41.157486,276275
-8.627895,41.157783,276279
-8.628318,41.158638,134546
-8.628669,41.159691,148168
-8.628381,41.157432,225386
-8.627931,41.157459,274013
-8.625978,41.157279,273145
-8.625087,41.156703,10812
-8.625168,41.156289,10813
-8.626437,41.155794,53219
-8.626464,41.155866,53219
-8.626239,41.155758,53221
-8.626068,41.155668,53222
-8.62596,41.155632,53215
-8.626257,41.15583,53221
-8.626419,41.155911,273139
-8.626347,41.155839,273139
-8.626248,41.155803,53221
-8.62605,41.155704,53222
-8.62614,41.155767,53222
-8.626266,41.155848,273139
-8.626374,41.155875,273139
-8.626329,41.156091,273109
-8.626338,41.156262,273109
-8.625141,41.157216,2971
-8.624709,41.157648,3587
-8.624304,41.158719,3587
-8.624286,41.158926,3587
-8.623449,41.159313,3582
-8.630334,41.159097,156183
-8.630226,41.158944,156185
-8.630037,41.158647,276245
-8.630307,41.158404,276247
-8.629191,41.156928,274006
-8.628048,41.156082,80864
-8.633412,41.157594,48894
-8.63253,41.157828,259926
-8.631684,41.156856,259927
-8.631234,41.156748,246154
-8.63082,41.156955,10197
-8.630433,41.157171,10197
-8.630163,41.157279,276254
-8.629785,41.157063,276256
-8.629686,41.157018,276256
-8.62956,41.156577,208935
-8.630199,41.159133,156183
-8.629983,41.158719,156186
-8.630352,41.158026,276265
-8.630109,41.157315,276254
-8.629722,41.157072,276256
-8.628111,41.157351,276274
-8.627814,41.157702,2954
-8.627499,41.157693,2952
-8.625555,41.157423,2951
-8.624826,41.156721,10812
-8.625105,41.15565,11479
-8.630343,41.157603,276251
-8.63073,41.159583,142764
-8.630145,41.159025,156185
-8.629947,41.158665,276245
-8.630136,41.158485,276246
-8.630361,41.157846,276250
-8.630163,41.157315,276254
-8.629767,41.157072,276256
-8.628885,41.156982,276261
-8.628399,41.156514,80864
-8.627733,41.155776,80864
-8.624844,41.159916,2652
-8.626536,41.159169,2652
-8.627265,41.158899,2652
-8.628309,41.158764,134547
-8.629479,41.158935,276242
-8.629443,41.158863,276242
-8.630055,41.158584,276245
-8.630271,41.157684,276250
-8.629965,41.157342,250704
-8.629065,41.157027,274007
-8.628282,41.156487,80864
-8.627832,41.156028,80864
-8.62911,41.156442,254821
-8.629191,41.156514,254821
-8.629263,41.156586,254821
-8.629362,41.156667,254822
-8.629623,41.156721,208935
-8.629821,41.15628,2934
-8.623539,41.155659,10798
-8.623881,41.158782,208983
-8.624601,41.159358,208978
-8.624664,41.159799,208974
-8.627499,41.155731,80868
-8.6283,41.156856,80864
-8.628363,41.156937,80864
-8.628354,41.157216,274012
-8.628003,41.15772,274015
-8.627976,41.157963,274018
-8.627706,41.158521,2653
-8.625762,41.159394,2652
-8.624835,41.159826,2652
-8.624331,41.159979,208041
-8.624493,41.157198,2949
-8.62542,41.157414,2951
-8.626113,41.157486,2951
-8.627517,41.155794,80868
-8.628048,41.156469,80864
-8.628192,41.156523,80864
-8.628345,41.156658,80864
-8.628408,41.157063,276271
-8.62812,41.157396,276274
-8.628057,41.158332,276270
-8.62884,41.158854,148165
-8.62857,41.160087,148169
-8.633511,41.158584,164196
-8.632692,41.157999,259925
-8.632242,41.157468,259926
-8.631792,41.156991,259927
-8.631441,41.156631,197349
-8.631126,41.156316,246161
-8.631045,41.156262,246161
-8.630892,41.1561,246162
-8.630829,41.155992,246162
-8.630766,41.155911,231195
-8.63073,41.155812,231196
-8.633142,41.158584,164198
-8.631531,41.158314,288425
-8.63127,41.158287,288426
-8.630865,41.158269,288426
-8.630343,41.158116,288435
-8.629956,41.157252,276254
-8.629902,41.157144,276255
-8.629425,41.156847,208934
-8.629668,41.155875,225124
-8.629686,41.155713,225126
-8.627589,41.155641,127917
-8.627436,41.155731,289697
-8.62731,41.155821,289697
-8.63325,41.158467,197344
-8.632305,41.157585,259926
-8.631594,41.156838,259928
-8.631504,41.156721,197348
-8.631414,41.156631,197349
-8.630982,41.156874,10197
-8.630739,41.157,10197
-8.63055,41.157063,10197
-8.629947,41.157126,276255
-8.628084,41.157477,276274
-8.628435,41.158548,134546
-8.628759,41.159196,148168
-8.628669,41.159142,148168
-8.628615,41.159556,148168
-8.627553,41.155803,80868
-8.628435,41.156847,80864
-8.628129,41.157234,276273
-8.627949,41.157639,276278
-8.629047,41.158755,250685
-8.629857,41.158638,189267
-8.631468,41.158359,288427
-8.633223,41.158908,52556
-8.633106,41.159124,52556
-8.633601,41.158746,288419
-8.63163,41.158278,288427
-8.630748,41.158269,288427
-8.630676,41.158386,288427
-8.629974,41.157972,250630
-8.629434,41.157036,274004
-8.62965,41.156091,2935
-8.629542,41.155929,225124
-8.629704,41.155929,225124
-8.624421,41.157171,2949
-8.62641,41.157513,2951
-8.627931,41.1579,276266
-8.628066,41.158233,276268
-8.628975,41.158881,274031
-8.629596,41.158854,276243
-8.630172,41.158449,276246
-8.631945,41.158431,288429
-8.623782,41.157063,80862
-8.626185,41.157495,2951
-8.627724,41.157729,2952
-8.626023,41.157468,2951
-8.627715,41.15772,2952
-8.628012,41.158161,276268
-8.628345,41.158602,134546
-8.630136,41.158557,276246
-8.631927,41.158467,288429
-8.630928,41.16006,142763
-8.630802,41.160078,142763
-8.630505,41.159547,156182
-8.630316,41.159304,156182
-8.630046,41.158881,156185
-8.629992,41.158611,276245
-8.631162,41.158332,288427
-8.631693,41.158791,234773
-8.628975,41.158989,136781
-8.629776,41.158818,276244
-8.630883,41.158332,288427
-8.632737,41.158557,288431
-8.623962,41.159151,16855
-8.624682,41.159673,208975
-8.630973,41.160186,142763
-8.630523,41.159592,156181
-8.629902,41.158719,156186
-8.630316,41.157666,276251
-8.630775,41.157009,10197
-8.632116,41.157396,259927
-8.63334,41.158647,288419
-8.633835,41.158692,164195
-8.633259,41.158683,52556
-8.632926,41.159637,52556
-8.628948,41.15898,136781
-8.629119,41.158926,136783
-8.62767,41.157684,2952
-8.627706,41.157756,2952
-8.627859,41.157873,2959
-8.627949,41.158251,276268
-8.629452,41.158827,276242
-8.630271,41.158188,276264
-8.629821,41.157162,276255
-8.628453,41.156937,80865
-8.623593,41.157198,80862
-8.625114,41.157423,2951
-8.626869,41.157774,2952
-8.627652,41.157846,2952
-8.627706,41.157738,2952
-8.627967,41.157792,2957
-8.627931,41.158017,276267
-8.62821,41.158521,134545
-8.62929,41.158953,276241
-8.629614,41.158836,276243
-8.630208,41.15826,231188
-8.631675,41.158602,234773
-8.632791,41.158665,288432
-8.633097,41.158692,288418
-8.633475,41.158746,288419
-8.627985,41.156163,80864
-8.628507,41.156721,80864
-8.62857,41.156802,80864
-8.628318,41.157243,274012
-8.62812,41.157459,274013
-8.627994,41.157693,274015
-8.628201,41.158233,250672
-8.628876,41.159007,148167
-8.623242,41.160195,208041
-8.624484,41.15988,208041
-8.624475,41.15979,208041
-8.625861,41.159313,2652
-8.62731,41.158701,2653
-8.627742,41.158494,2653
-8.627769,41.158404,2653
-8.628606,41.158791,134548
-8.628579,41.159799,148168
-8.624592,41.158143,3587
-8.624466,41.159259,208980
-8.624556,41.159448,208977
-8.625573,41.15952,2652
-8.627598,41.158566,2653
-8.627751,41.158521,2653
-8.628093,41.158458,274023
-8.629884,41.158395,250615
-8.629992,41.158341,250618
-8.630181,41.157675,225319
-8.630019,41.157297,250704
-8.629524,41.156703,208935
-8.627895,41.155605,80872
-8.624088,41.158899,208983
-8.623332,41.159403,3583
-8.625852,41.157486,2951
-8.625159,41.157324,2951
-8.624637,41.157909,3587
-8.624241,41.159025,16854
-8.624457,41.157243,2949
-8.626365,41.157576,2951
-8.627841,41.158062,276267
-8.628264,41.158656,134546
-8.629578,41.158818,276243
-8.629965,41.158593,276245
-8.630298,41.157477,276252
-8.630748,41.157018,10197
-8.631828,41.157027,259927
-8.632773,41.158062,131990
-8.633547,41.158701,288419
-8.627535,41.155641,127918
-8.628471,41.156901,80864
-8.627967,41.157747,276279
-8.627301,41.158647,2653
-8.624988,41.159709,2652
-8.624367,41.159088,208982
-8.624691,41.159826,208974
-8.630406,41.159376,156182
-8.630154,41.159052,156184
-8.629893,41.158692,276245
-8.630271,41.157639,276251
-8.6301,41.157342,276254
-8.629506,41.156928,208934
-8.62866,41.159988,136779
-8.629038,41.158944,136783
-8.629488,41.158854,276242
-8.629614,41.158836,276243
-8.6301,41.158503,276246
-8.630307,41.157693,276250
-8.62983,41.157153,276255
-8.629551,41.156541,2934
-8.62533,41.157306,2951
-8.628039,41.157855,250670
-8.6283,41.158206,274038
-8.62983,41.158593,189268
-8.632242,41.158377,288430
-8.630622,41.159664,142764
-8.630037,41.158872,156185
-8.630109,41.158503,276246
-8.630271,41.157675,276251
-8.629272,41.157045,274005
-8.628714,41.157009,263741
-8.628552,41.157081,276271
-8.627994,41.157792,276279
-8.628633,41.158791,134548
-8.628633,41.159736,148168
-8.626671,41.157468,2952
-8.626104,41.157315,2951
-8.625879,41.157414,2951
-8.625492,41.157441,2951
-8.62524,41.15745,2951
-8.625015,41.157378,2951
-8.625213,41.156523,10813
-8.624691,41.155668,18394
-8.623251,41.158386,208986
-8.624466,41.159349,208979
-8.624484,41.159511,208976
-8.627652,41.155956,80864
-8.628435,41.15691,80864
-8.628552,41.156865,80864
-8.628057,41.157495,276275
-8.627904,41.158026,276267
-8.628858,41.159052,148168
-8.633106,41.158863,52556
-8.633007,41.159475,52556
-8.63001,41.158818,156186
-8.630136,41.157396,276253
-8.629668,41.157036,276256
-8.628444,41.156856,80864
-8.623476,41.157126,80862
-8.62704,41.157765,2952
-8.628066,41.158125,276268
-8.628831,41.158845,148165
-8.630559,41.159673,142764
-8.630082,41.159025,156185
-8.629974,41.158926,156185
-8.629974,41.158485,250694
-8.63028,41.157891,250699
-8.629623,41.157063,276256
-8.628912,41.157045,276261
-8.628552,41.157117,276271
-8.628075,41.157468,276274
-8.62659,41.157405,2968
-8.625699,41.157288,2971
-8.62416,41.159988,208041
-8.624322,41.159106,208982
-8.62425,41.157144,2949
-8.625501,41.15736,2951
-8.627526,41.157693,2952
-8.627922,41.157954,276267
